smiles,esol,bbbp,hergc10,qed,NumHDonors,NumHAcceptors
CCCCC(Oc1c(NCc2ccc(F)c(F)c2)sc(C(N)=O)c1N)C(C)C,-5.9531,0.689,0.9065,0.517888845,3,5
CCCCC(c1[nH]nc(C)c1CC(=O)N[C@@H](CC(C)C)c1ccccc1OC)C(C)C,-5.9744,0.5118,0.7212,0.429771628,2,3
CC(C)(C)N1P(=[Se])(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N(C(C)(C)C)P1(=[Se])N[Si@@](C)(O)c1ccc(C(F)(F)F)cc1,-5.1308,0.3758,0.3707,0.165075732,3,5
CCCCC(c1cc(NC(=O)CSc2nc3scc(C)c3c(=O)[nH]2)ccc1C)C(C)C,-6.1953,0.4487,0.7006,0.293582764,2,5
CC1CCN(CC(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)CCc2nc(S(N)(=O)=O)no2)C3)CC1,-2.3918,0.304,0.0073,0.492895962,2,9
CCn1cc(NS(=O)(=O)c2cn(CC)nc2B(O)O)c(C)n1,-2.4667,0.2747,0.0002,0.57953294,3,8
C=C(c1ccc(Br)cc1)c1ccccc1NC=NC(=NC=CCl)Nc1cc(C)c(N2CCC(N3CCN(C)CC3)CC2)cc1OC,-5.387,0.4997,0.995,0.176244195,2,5
O=C1CN(CCNC(=O)[C@@H](O)Cc2ccccc2)CCN1,-1.4004,0.311,0.0304,0.636802735,3,4
COc1c(C=O)c(O)c(C(C)=O)c(O)c1B(O)O,-2.3522,0.1383,0.0084,0.301934559,4,7
CC[C@H]1COCCN1S(=O)(=O)c1cc(B(O)O)c(C)cc1OC,-2.466,0.3043,0.0046,0.698950786,2,6
CCC(NC(=O)CCc1cc(OC)ccc1Oc1c(C)cc(C)cc1C)(C(=O)O)c1ccccc1,-5.3763,0.1536,0.1986,0.384116712,2,4
CC(C)(C)NS(=O)(=O)c1ccc(C(=O)Nc2ccccc2C(=O)NCc2ccc3c(c2)OCO3)o1,-5.2958,0.3747,0.1228,0.45388385,3,7
CCCCC[C@H](NC(=O)N[C@@H]1CCO[C@@H](C)C1)C(C)(C)C,-3.7387,0.9148,0.0095,0.731820562,2,2
CC(Br)=Cc1cccc(C2CCC(C)(C3=CC(=O)NC3=O)C(C3=CC(=O)NC3=O)(c3ccccc3Oc3cccc(N)c3)C2)c1C,-7.0567,0.3871,0.5717,0.193199174,3,6
CC(C)C(Nc1cc(N(C)C)c2c(c1O)C(O)=C1C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3CC1C2)C(=O)NC(C)(C)C,-3.1209,0.101,0.0474,0.169826337,7,11
CCCc1nc(O)c(-c2ccccc2C)c(=O)[nH]1,-3.493,0.7275,0.0075,0.870876498,2,3
O=C(CCc1cccnc1)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cc(-c4ccccn4)[nH]n3)C[C@@H]21,-3.9243,0.2973,0.0633,0.558312585,2,6
CC(C)(O)c1ccc(C#Cc2ccc3c(ccn3CCC(C)(C(=O)NO)S(=O)(=O)c3ccc(Cl)cc3I)c2)cc1,-4.6808,0.183,0.3511,0.100548317,3,6
CC(C)(C)NCC(O)COc1ccc(C(=O)Nc2cccc3[nH]ccc23)cc1,-3.7403,0.45,0.8246,0.504130059,4,4
Cc1cc(CCNC(=O)N2CCCC[C@@H]2CNC(=O)Nc2ccccc2)cc(C)c1[C@@H](N1CCOCC1)C(F)(F)F,-6.1992,0.3281,0.0305,0.405750949,3,4
CC(C)c1csc(Nc2cc(C#N)c(O)c(CC(=O)NCc3ccc(N4NN=NC4Cl)cc3)n2)n1,-5.1097,0.2595,0.2175,0.26090673,4,11
CC(=O)NC1CCN(c2nnc(Cc3cccnc3)n2C[C@](O)(c2ccccc2)C(F)(F)F)CC1,-3.8444,0.657,0.1024,0.531166688,2,7
Cc1ccc(C2C(C#N)=C(N)N(NC(=O)c3cccnc3Cl)C3=C2C(=O)CCC3)s1,-5.6163,0.1345,0.0625,0.706991709,2,7
Nc1nc(F)nc2c1ncn2C(OC1(COP(=O)(O)O)CC2CC21)C(O)CO,-1.431,0.4472,0.0124,0.269052535,5,10
CCC(CC)[C@@H](OC)[C@@H]1CCC[C@@H](CNC(=O)Nc2ccc(SC(C)(C)C)c(F)c2)C1,-6.91,0.6663,0.6209,0.393046106,2,3
O=C(NCCC(Nc1c(F)cccc1-n1cccn1)c1ccoc1Br)c1ccc2ccccc2c1,-6.1494,0.6737,0.4595,0.239192476,2,5
CC(=O)N[C@H](C)C(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)[C@H]1CCC[C@@H](C(=O)Oc3ccc(Cl)cc3I)C1)C2,-4.7902,0.1946,0.0509,0.259498685,2,6
CCCCC(c1conc1CNC[C@@H]1CCCCN1C(=O)c1c[nH]cc1C)C(C)C,-4.8096,0.7789,0.9169,0.572019146,2,4
CC(C)CCCC(C)C1CCC2C3C(CC(=O)O)CC(=O)C(C)(CCC(=O)O)C3CCC12C,-5.1373,0.6589,0.2423,0.389517113,2,3
CCCCC(O[C@@H](CNC(=O)Nc1scnc1C1CC1)c1cccc(Cl)c1)C(C)C,-6.2421,0.7092,0.7631,0.397537245,2,4
CN(C(=O)C1CC1)c1ccccc1C(=O)NCC1CCC[NH2+]C1,-2.1987,0.957,0.0465,0.842251304,2,2
O=C(NCc1ncc(B(O)O)o1)c1ccc2ccccc2c1O,-3.6077,0.383,0.0044,0.509472863,4,6
CC(C)(C)n1ccc(C(=O)N2CC[C@H](CNC(=O)CCNC(=S)Nc3ccc(CCBr)cc3)[C@H]2c2cccnc2)n1,-5.4962,0.4341,0.2792,0.218799502,3,6
CCCCC(c1csc(CCCCNC(=O)NC[C@H]2CCCSC2)n1)C(C)C,-5.5069,0.7005,0.6118,0.413745728,2,4
CC1OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(O)C(O)C1OC(=O)C=Cc1ccccc1,-1.9954,0.1113,0.0114,0.084481531,7,15
CCCC(=O)NC(Br)=Cc1cccc(C)c1C(=O)N[C@H]1CCc2nc(NC(=O)C3(NC(=O)OC(C)(C)C)CC3)sc2C1,-5.6827,0.4272,0.182,0.268019967,4,7
C=C(CCCCCCCON)Nc1cccc(C)c1,-3.7944,0.9102,0.9741,0.491624602,2,3
O=C(c1ccc2[nH]ccc2c1)N1C[C@H](Nc2cccc(F)n2)C[C@H]1c1ccc(Cl)cc1I,-5.9637,0.6251,0.324,0.236792599,2,3
CC(O)C(N)N1CC(c2nc3ccccc3n2CCCOc2ccc3ccccc3c2)CC1=O,-2.857,0.3712,0.7737,0.393362003,2,6
CCn1ccc2ccc(NC(=O)C3CCCN(C(=O)c4c(C)cccc4F)C3C3C=CC([NH+](C)C)=CC3)cc21,-5.893,0.6741,0.3132,0.491552262,2,3
CCC(=O)N(Cc1csc(Br)c1)c1c(NC(=O)c2ccc(OC(C)C(=O)NN=Cc3ccc(F)cc3)cc2)sc(C)c1C,-6.7056,0.188,0.1489,0.126685828,2,7
C=C(C(=O)NNC(=O)NC(=O)C(C)[NH+]1CCC(C(=O)Nc2ccc(NC(=O)c3ccc(OC)cc3)cc2)CC1)C(=O)N1CCCC1,-5.6917,0.1648,0.1345,0.101209838,6,7
CC(C)[C@H](C(=O)NCCCOc1cccc(Oc2ccccc2Br)c1)[C@H](C)N,-3.2114,0.5045,0.9717,0.513970284,2,4
C[C@@H](c1ccccc1)C(CCN[C@H]1C[C@H](NC(=O)CCCF)C1)C(C)(C)C,-3.8447,0.7242,0.9948,0.61403014,2,2
CC1(N)C=CN=c2ccc(B(O)O)cc2=C1,-1.7385,0.9651,0.0275,0.475378494,3,4
O=C(Nc1cc(Br)cc(B(O)O)c1)c1ccncc1,-3.6317,0.6148,0.0099,0.729774439,3,4
COc1cc(CO)cc(OC)c1OCc1nonc1B(O)O,-2.5516,0.715,0.0146,0.542323073,3,9
O=C(NCC(=O)N1CC[C@@H](CNC(=O)c2snnc2C2CC2)[C@@H]1c1cccnc1)c1cccs1,-3.8844,0.6199,0.0883,0.495155124,2,8
CCNc1c(C(=O)NCCN(C)C)cccc1C(F)(F)F,-2.7533,0.9054,0.0634,0.848156304,2,3
C=CC(=O)Nc1cc2c(Nc3ccc(Cl)cc3Cl)ncnc2cc1OCCC(=O)Nc1cc(Br)ccc1C,-5.9551,0.1957,0.4523,0.171072243,3,6
CCCCC(c1cc(C)n(CC(=O)NC[C@@H]2CCN(C(=O)CNC(=O)c3ccc(C)cc3)[C@H]2c2cccnc2)n1)C(C)C,-5.1566,0.4133,0.2795,0.294313904,2,6
CCCCC(c1nc2ccccc2n1CCCNC(=NCc1cccc(C(=O)NC)c1)NCC)C(C)C,-4.1879,0.1776,0.9792,0.163709824,3,4
CC(C)(C)OC(=O)N1CC[C@H](CN=c2c(Cl)c(N)ncn2-c2ccc(F)c(-c3cc(Cl)ccc3O)c2F)[C@@H](O)C1,-5.9339,0.442,0.1119,0.392361047,3,8
CC[C@H](c1cccc(Cl)c1)[C@@H](C)CC(Nc1ccc2ccccc2n1)c1ccc(C(N)=O)cc1,-6.2666,0.4669,0.9784,0.267657589,2,3
CCCC(c1ccc(Nc2nccc(C(=O)Nc3ccc(F)cc3F)n2)cc1)c1cccc(C)c1Br,-6.7757,0.4049,0.5205,0.23504945,2,4
CC=CC(C)SCOc1ccc(OCC=C(c2ccc(C#CC[NH+]3CCC(O)CC3)cc2)c2ccc(S(C)=O)cc2)cc1C,-6.2795,0.1799,0.9582,0.153570061,2,5
CC(C)C(=O)N[C@@H]1CCC[C@@H]1CNCc1cc(F)c(Oc2ccc(Cl)cc2I)c(F)c1,-5.3049,0.446,0.6946,0.385592932,2,3
COc1nscc1CNCCCNC(=O)[C@H](C)C1CCC1,-2.0573,0.8828,0.2731,0.686257664,2,5
COCC(N)C(CO)Sc1nc(C)c(C)c(C)n1,-0.9241,0.8063,0.0072,0.588958062,2,6
Cc1cc(OCCC(F)(F)F)ccc1NC(=O)C1(CCCCSc2ncc[nH]2)c2ccccc2-c2ccccc21,-6.2411,0.4657,0.8099,0.143239877,2,4
CC(C)(C)NC(=O)C(=O)NCCCN1CCN(c2ccccc2F)CC1,-3.2397,0.9384,0.6484,0.611853741,2,4
CCCCC(Oc1cc(C=CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)ccc1OCC)C(C)C,-5.7208,0.3015,0.6462,0.233394158,3,4
CCCCC(Oc1cccc(C=NNC(=O)C(=O)Nc2c(CC)cccc2CC)c1OCc1ccc(F)cc1)C(C)C,-7.6229,0.1848,0.8868,0.120754841,2,5
O=C1[N-]C(=O)C(=Cc2ccnc(NC3CCC([NH2+]Cc4ccc5cc(F)ccc5n4)CC3)n2)S1,-4.6373,0.5338,0.5424,0.518423771,2,7
COc1ccc2sc(C(=O)NC(C)C(C)CO)c(C)c2c1,-3.8001,0.6006,0.0414,0.892610126,2,4
CCNCC(O)C(=O)Nc1ncccc1CCCCOC,-1.141,0.5073,0.456,0.560010721,3,5
C[C@H]1C[C@H](NC(=O)Nc2ccc(Cl)nc2)C(=O)N1c1ccccc1,-4.6781,0.6684,0.0437,0.840284659,2,3
CN1CCCCC(O)(c2ccc(B(O)O)cc2)C1,-1.377,0.7863,0.0083,0.627897933,3,4
[NH3+]CCc1ccc(-c2n[nH]c(B(O)O)n2)cc1,-1.9818,0.6716,0.1992,0.454750135,4,4
COc1ccnc(C(=O)NC2CCCC(Oc3ccccc3)C(CCC(C)C)C(C)OC2=O)c1O,-5.9842,0.149,0.6932,0.531001989,2,7
CCCNC(=O)[C@H]1CCCN(c2nnc(C(=O)Nc3ccccn3)n2CCCN2CCCC[C@@H]2C)C1,-4.4895,0.4479,0.228,0.520599102,2,8
CCCCC(c1cc(C(=O)NNC(=O)Nc2cccc(C)c2)nc(Cl)n1)C(C)C,-5.9537,0.3228,0.8735,0.443469379,3,4
Cc1cc(CCC(=O)Nc2ccc3c(c2)C(=O)Nc2cccnc2S3)cc(C)c1Oc1ccccc1,-6.7642,0.5391,0.1087,0.308212288,2,5
CCCCC(c1ccc(S(=O)(=O)NC2CC2)cc1C(=O)N1CCC(CN)CC1)C(C)C,-4.0367,0.4366,0.156,0.567080484,2,4
CC1(CNC(=O)Cc2ccccc2)COC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NCCC(=O)O)n3)[nH]2)OC1,-4.5883,0.2449,0.1265,0.208549937,4,8
CCCc1ccc(-n2c(=O)ccc3cc(C(=O)Nc4cccc(OC)c4)[nH]c32)cc1,-6.6706,0.3675,0.6035,0.498280247,2,4
CC(COc1ccc(C2c3ccc(O)cc3CCN2c2ccc(O)cc2)cc1)N1CCC(CF)C1,-5.366,0.5858,0.8806,0.48418201,2,5
CC(CCCC(=O)Nc1cc([C@H]2CCCCN2C(=O)[C@@H](C)n2cnnn2)[nH]n1)c1ccc(OC(C)(C)C)cc1,-5.5832,0.407,0.146,0.380419643,2,8
CCCCC(C(C)C)n1cnc(C(=O)Nc2cc([C@H]3CCCCN3C(=O)CNC(=S)NCC)[nH]n2)c1C(F)(F)F,-5.9246,0.2719,0.0616,0.280183227,4,6
CCCCC(c1c(C)c(O)c(C)c2c1OC(C)(CCOC(=O)CC(=O)OCCC1(C)CCc3c(C)c(O)c(C)c(C)c3O1)CC2)C(C)C,-7.5551,0.4444,0.7398,0.161370999,2,8
CCCCC(c1ccc2sc(N[C@H](C)c3nc(-c4cc(C)ccn4)n[nH]3)nc2c1C)C(C)C,-6.0095,0.4978,0.9619,0.274923349,2,6
O=C(Nc1cnccn1)c1ccc(B(O)O)cc1O,-3.1194,0.4461,0.0072,0.531506231,4,6
CC[C@H](c1cccc(Cl)c1)[C@@H](C)c1ccccc1C(=O)NC[C@H](NC(=O)c1ccoc1)C1CC1,-6.0675,0.5861,0.6394,0.365786761,2,3
O=S(=O)(NCC1(O)CCCc2occc21)c1ccc2c(c1)OCCO2,-3.2253,0.5803,0.0057,0.853162102,2,6
C=C(C(=O)OC1C(C)OC(=O)C(NC(=O)c2nccc(C)c2O)COC(=O)C1CC)[C@H](CC)c1cccc(Cl)c1,-5.3256,0.0678,0.4724,0.272308594,2,9
CC(Br)=Cc1cccc([NH+]2CCC(C(=O)Nc3ccc(Br)c(C)c3)CC2)c1C(=O)Nc1cc(C(=O)Nc2ccccc2C)ccc1C,-7.1605,0.1926,0.166,0.146133661,4,3
C=CC(F)=C(O)SC(O)CC(=O)N1CCC([C@@H]2CCCCN2C(=O)c2ccc(C)c(I)c2)CC1,-4.5787,0.3145,0.0571,0.195293919,2,5
O=C(NN=Cc1ccc([N+](=O)[O-])s1)c1ccc(B(O)O)cc1,-4.0437,0.2593,0.0238,0.311862254,3,7
CC(C)Cc1cccc(N2C(=O)C(NC(=O)C(Cc3ccc(Cl)c(Cl)c3)c3ccccc3)N=C(c3ccc(C(N)=O)cc3)c3ccccc32)c1,-6.6683,0.398,0.9729,0.153041397,2,4
CNC(=O)CCCNc1c(Br)cc(C)cc1B(O)O,-2.5523,0.6938,0.0056,0.449225598,4,4
CCCCC(c1ccc2[nH]nc(C(=O)N3CCC[C@H](C)[C@H]3CNCC3CC3)c2c1)C(C)C,-5.8693,0.9043,0.975,0.497646534,2,3
CC[C@]1(C(=O)Nc2cc(C3CCCCC3)ccc2O)CCCNC1,-3.954,0.9464,0.28,0.726565153,3,3
CC(C)Cc1cccc(O[C@H](C)CNC2(CNC(=O)c3ccc(C(C)C)nc3)CCCCC2)c1,-5.5491,0.3997,0.9336,0.434059138,2,4
CC(=O)NC[C@H]1CN(c2nnc(-c3cccc(-c4cc(C(C)(C)C)ccc4C)c3)n2CCCC(=O)NC2CC2)CCO1,-4.9583,0.631,0.3303,0.367831606,2,7
CCCCC(C(C)C)N(C)C(=O)CN=C(NCC)NCCCn1nc(C)cc1C,-1.8776,0.2904,0.9301,0.317696103,2,4
Cn1cc(N2CCCC(NC(=O)NC34CC5CC(CC(C5)C3)C4)C2=O)cn1,-3.8779,0.8691,0.1368,0.8547274,2,4
CCCCC(Oc1ccc(Nc2nc3cc(C(=NN)NN)ccc3c3sccc23)cc1OC)C(C)C,-6.1265,0.3822,0.98,0.091740535,4,8
CSC(CO)C(C)NC(=O)NCc1cccc(Br)c1,-3.2112,0.7976,0.0165,0.740421005,3,3
CCNC(=O)C1C2C=CC(C(OC=O)C2C(=O)NC)C1C(=O)O,-1.6002,0.2352,0.0001,0.432463748,3,5
O=C(CSc1nc(B(O)O)cs1)NCCO,-1.3952,0.5465,0.003,0.349944563,4,7
CC(C)C[C@@H](C)CN1CC[C@H](N(C)C(=O)c2[nH]c(O)nc2B(O)O)C1,-2.8035,0.3093,0.0613,0.498010428,4,6
COC(=O)CNS(=O)(=O)c1cccc(C#CCCO)c1,-2.2814,0.7502,0.0012,0.583311333,2,5
C[C@@H]1CN(C(=O)C2CC(C)(C)C2)C[C@@H]1NC(=O)c1ccccc1B(O)O,-3.4995,0.1934,0.0114,0.67916949,3,4
Cc1ccc(NC(=O)Oc2ccc3cc(-c4c(Cl)cccc4Cl)[nH]c3c2)cc1C,-7.0919,0.2436,0.3863,0.360097496,2,2
CC(C)c1ccc(-c2ccccc2NC(=O)C2CCCN2C(=O)C2CC[NH+](CC(=O)Nc3cc(C(=O)N4CCCC4)ccc3Cl)CC2)cc1,-6.1462,0.2363,0.526,0.287413265,3,4
C[C@@H](CCOc1ccccc1)C(=O)NC[C@H](O)c1ccccc1-c1cc(Cl)ccc1Cl,-5.4914,0.3066,0.7514,0.418923975,2,3
CCN(Cc1cccc(CO)c1)c1ccc(B(O)O)c(C)c1,-3.0226,0.5627,0.0302,0.701282655,3,4
CC[NH+]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)Nc2ccc(C)cc2C)cn3C2CC2)CC1,-5.449,0.6131,0.5128,0.61159805,2,4
CC[C@H](c1cccc(Cl)c1)C(C)(C)c1ccccc1NC(=O)c1cncc(Nc2ccccc2C#N)c1,-7.6836,0.3274,0.7335,0.251973754,2,4
CCCCOC(=O)CSc1ccc(B(O)O)c(C)c1,-3.7515,0.6576,0.0014,0.339270151,2,5
CC1Oc2cc(B(O)O)nn2-c2cccc[n+]21,-1.3687,0.7255,0.0429,0.475722204,2,5
CC(C)(C)OC(=O)c1c(N=Cc2cc(Br)cc(Cl)c2O)sc2c1CC[NH+](c1ccc(CCBr)cc1)C2,-7.2242,0.4496,0.936,0.174856236,2,5
CC(C)NC(=O)CN(C)CC(=O)Nc1ncc(Cc2cccc(-c3ccc(Cl)cc3I)c2)s1,-5.0551,0.5852,0.5573,0.339154172,2,5
CC(=O)N(Cc1csc(Br)c1)c1ccc(CC(=O)N2CC3(CCCN3C(=O)[C@@H](C)[C@@H]3SC(=N)NC3=O)C2)cc1,-4.342,0.2826,0.1337,0.484580322,2,7
CC(C)C(NC(=O)Cc1n[nH]c(=O)c2ccccc12)C(=O)Nc1cc(-c2ccccn2)ccc1Cl,-5.349,0.1941,0.1233,0.363026559,3,5
CCC(C)C(C)C(C)CCCC(=O)N[C@@H](C)C[C@@H](C)Nc1nc2ccccc2s1,-5.748,0.7018,0.8933,0.415377576,2,4
CC(NC(=O)C(Cl)Cl)C(O)c1ccc(-c2cnc(CNS(C)(=O)=O)cn2)cc1,-2.6862,0.2952,0.0835,0.528161834,3,6
CC(C)Cc1cccc(Oc2ccccc2NC(=O)N[C@H](C)c2cccc(N3CCCC3)c2)c1,-7.4725,0.4209,0.86,0.377232403,2,3
COCC[C@H](NC(=O)N[C@@H]1CCCC[C@H]1Cc1ccccc1)c1ccco1,-5.0649,0.7187,0.0434,0.721099184,2,3
CC(=O)Nc1ccc(-c2ccc(-c3csc4[nH]c(=O)c(C#N)c(O)c34)s2)c(Cl)c1,-6.1488,0.1877,0.143,0.407149468,3,6
CCCCC(c1cc(C)cc(OCC(=O)Nn2c(=S)[nH]c3ccccc3c2=O)c1)C(C)C,-6.093,0.3283,0.8253,0.422729178,2,5
CC(C)(C)c1ccc(C2C(C)(C)c3ccc(-c4cccc(N5CCC(NC(=O)O)CC5)n4)cc3C2(C)C)c(Cc2ccccc2)c1,-6.825,0.6409,0.8216,0.226963057,2,3
Cn1ccc(NC(=O)c2n[nH]c(B(O)O)n2)n1,-2.233,0.7138,0.0372,0.434667609,4,7
Cc1nc(CC2CC2)oc1C(=O)NCc1cnc(B(O)O)s1,-3.225,0.5503,0.0164,0.646508495,3,7
CCCCC(Oc1ccc(CCCNC(=NCC2CC2)NCC)cc1)C(C)C,-4.1322,0.2713,0.9969,0.278482227,2,2
CCN(CC(NC)(C(=O)O)c1ccccc1)C1CCCC1,-1.3492,0.5718,0.0756,0.809708765,2,3
CC(Br)=Cc1cccc(C)c1OC(=O)NC1CCCCCC=CC2CC2(C(=O)N2C3(CC3)S2(=O)=O)NC(=O)C2CC3(CCc4c(c(C)nc5c(C(F)(F)F)cccc45)O3)CN2C1=O,-6.0663,0.22,0.1776,0.199168574,2,9
CC(C)c1csc(NCC(=O)Nc2cnc(C(N)=CC(=NCc3ccccc3F)c3ccon3)nc2N)n1,-4.103,0.4297,0.2544,0.22047589,4,11
O=C([O-])NCc1cc(Oc2cccc(CCNC(=O)c3cccc(C(F)(F)F)c3)c2)ccn1,-4.7906,0.3262,0.1221,0.539292471,2,5
Cc1cc(C(=O)N[C@H]2C[C@H](NC(=O)C[C@@H]3CC[C@@H](C)C3)C2)ccc1F,-4.3904,0.7132,0.097,0.859018165,2,2
CC(C)Cc1cccc(-n2cc(-c3nnc(N4C[C@@H](NC(=O)OC(C)(C)C)[C@H](C)C4)n3C[C@@](C)(O)c3cccs3)cn2)c1,-6.4425,0.5111,0.7777,0.253808961,2,10
CCCCCCC(C)NC(=O)c1ccc(C)cc1O,-4.6883,0.8895,0.032,0.735270078,2,2
O=C1C[C@]2(CN1)CN(C(=O)NCO)CCN(S(=O)(=O)c1ccc3ncsc3c1)C2,-2.9545,0.3466,0.0053,0.566204654,3,7
CC(N)=[N+](C)NC(=O)CN1CCN(C(=O)CN2C(=O)N[C@](C)(c3ccco3)C2=O)CC1,-1.2855,0.4605,0.0273,0.158173347,3,6
O=C(COC(=O)c1cc(-c2ccco2)nc2ccccc12)NC(=O)NCc1ccco1,-5.6238,0.6195,0.3133,0.459757497,2,7
CC(C)Oc1ccc(Oc2cccc(CNc3ccc4[nH]c(=O)[nH]c4c3)c2OCc2ccc(F)cc2)cc1,-6.9931,0.2393,0.9298,0.191903094,3,5
C=CC(F)=C(O)SC(CC)Oc1cccc(-c2nc3c(nc2-c2ccccc2)C=CC(c2ccc(N=C(c4ccccc4)C(C)c4ccccc4)c(N)c2)C3)c1,-6.3653,0.4895,0.7312,0.040039461,2,7
C=CC(F)=C(O)SC(CCN)C(=O)NC1CC(N)C(C2OC(CNCC3(N)CC3)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,-0.7533,0.0847,0.2553,0.065303435,11,15
CSc1ccc(C(=O)Cn2cnc(B(O)O)cc2=O)cc1,-2.8749,0.3777,0.0196,0.440577165,2,7
CC[C@H](C)n1c(O)nc(B(O)O)c(-c2ccc(OC)c(N)c2)c1=O,-3.4604,0.5992,0.0489,0.442239966,4,8
CCCC[C@@H](C)C(=O)NC(C[C@H]1CCN(C(=O)/C=C/c2ccc(O)cc2Cl)[C@@H]1c1cccnc1)[C@@H]1CNC(=O)C1,-4.8577,0.2848,0.2239,0.335628318,3,5
CCC(C)n1nc(NC(=O)NC2CS(=O)(=O)c3ccccc32)cc1-c1cc(Cl)ccc1Cl,-5.7476,0.6407,0.3954,0.492553137,2,5
CC(=O)Nc1cccc(NC(=O)Cc2ccc(Oc3c(C)cc(C)cc3C)c(C)c2C)c1,-6.449,0.2776,0.1741,0.492013941,2,3
C=C(C(=CC)C(C)(F)F)C(C)=C1C(N)=C(C(=O)NCC2=CCC(CN3CCOCC3)C=C2)SC1N,-3.5652,0.8381,0.5159,0.435708194,3,6
CNC1=NC2C(OC(COS(=O)(=O)N(C)C)C(O)C2O)S1,-1.2644,0.2353,0.0034,0.534142677,3,9
Cc1cc(CC[C@@H]2OC[C@@H]3CCN(C(=O)c4cc5c[nH]nc5cc4Br)C[C@H]23)cc(C)c1NC(=O)c1cnsn1,-5.5689,0.3055,0.2889,0.312632123,2,7
Cc1cc(F)c(C(=O)N2CC[C@H](CNC(=O)c3cc(=O)n4[nH]cnc4n3)[C@@H]2c2cccnc2)cc1F,-4.3874,0.3176,0.113,0.438382713,2,7
CCOc1ccccc1C(=O)NCC[C@@H](C)NCc1ncc(C)s1,-2.7476,0.5601,0.1322,0.731358616,2,5
COc1c(C)c(C)c(O)c(OC(=O)O)c1OC,-2.3501,0.7535,0.0017,0.623126837,2,5
CC(C)(C)[Si](C)(C)OCC(=O)ONC(=O)CCCc1ccc(-c2ccccc2)c(NC(=O)O)c1,-5.3449,0.4464,0.1003,0.324615325,3,5
C[C@@H](Cc1ccc(-c2ccc(I)cc2)cc1)N(C)C(=O)N[C@H]1CC[C@H]2C[C@H]1CN2,-4.5201,0.905,0.8199,0.583018606,2,2
COC(=O)c1cc(NC(=O)N2CCC[C@@](C)(CO)C2)ccc1C,-2.93,0.4383,0.0012,0.838360276,2,4
CC(C)Cc1cccc(N(C(=S)NCC2C=C(c3cc(-c4ccccc4)cc([N+](=O)[O-])c3)NO2)C(C)C)c1,-6.9612,0.3828,0.8125,0.185833174,2,5
CS(=O)CCNC(=O)c1cccc(N)c1B(O)O,-2.0635,0.7753,0.0033,0.36700012,4,5
CC(C)Cc1cccc(C2Nn3c(=O)n(CCCCO)c4ccc5c(c4NC2=O)-c2ccccc2C(C)C(=O)n53)c1,-5.5638,0.1952,0.1613,0.284978354,3,8
CCCCc1nc(C(C(C)CC)C(C)CC2CC(C)(C)NC(C)(C)C2)nc(N(CC)C2CC(C)(C)NC(C)(C)C2)n1,-4.9524,0.7558,0.9994,0.264900004,2,6
CCCCC(SCC[C@H](NS(=O)(=O)c1ccc(OCC)cc1)C(=O)Nc1cc(C(N)=O)ccc1C)C(C)C,-5.4432,0.1893,0.3783,0.260239604,3,6
CCCNCCC=C(C)c1ccc(F)cc1B(O)O,-2.3303,0.6374,0.3235,0.514223203,3,3
CC(C)(C)OC(=O)NC1CCN(c2ncc(Br)cc2S(=O)(=O)N2CCC(OC(N)=O)C2)C1,-3.9873,0.5354,0.0786,0.58225034,2,8
CC(=O)Nc1nc(C(=O)NCC#Cc2cccc(C(F)(F)F)c2)cs1,-4.4397,0.7338,0.0796,0.819812177,2,4
COc1cccc2c(C(=O)N3CC[C@H](C)c4cccc(O)c43)n[nH]c12,-5.5171,0.8813,0.0135,0.75079457,2,4
CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(C3CC3)[nH]n2)c1,-3.8577,0.4195,0.015,0.749521915,3,4
CCC(N)(c1cccc(F)c1)c1ccc(OC)cc1B(O)O,-2.5913,0.7206,0.0427,0.723781107,3,4
CCCCC(Oc1cccc(CNc2cccc(SC)c2C(=O)O)c1)C(C)C,-6.2145,0.293,0.7741,0.431947225,2,4
CC[C@H](c1cccc(Cl)c1)[C@H](NC(=O)c1ccccc1NC(=O)c1ccsc1)c1cccc(O)c1,-6.2255,0.1725,0.2051,0.240948446,3,4
CCC(=O)N(Cc1csc(Br)c1)c1cnn(-c2cccc(C3CCCN(Sc4ccccc4)C3)c2)c1C1CC1C(N)=CN(C)N,-5.7349,0.8283,0.9323,0.096537334,2,9
CCCCC(C(C)C)N(C)C(=O)c1ccc(NC(=O)c2ccc(NC3CC3)c([N+](=O)[O-])c2)cc1,-6.7558,0.2615,0.7646,0.326042328,2,5
COC(=O)CCC(C)C1CCC2C3C(O)CC4Cc5nc6nc7ccccc7n6cc5CC4(C)C3CC(O)C12C,-5.4926,0.8206,0.4948,0.448751298,2,7
